# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1659406368.6911314,0,0.3050847351551056,2942.8740234375,0,0
1,1659406368.6918614,3200,0.3050847351551056,2942.8740234375,-0.7583333849906921,3105.304931640625
2,1659406373.174631,6400,0.3050847351551056,2942.8740234375,0.5725877285003662,2088.68798828125
3,1659406373.2158048,9600,-1.2634241580963135,2197.10400390625,0.5725877285003662,2088.68798828125
4,1659406378.4369552,12800,-1.2634241580963135,2197.10400390625,0.9527396559715271,2302.09765625
5,1659406378.878883,16000,-0.7348448038101196,2111.93505859375,0.9527396559715271,2302.09765625
6,1659406384.0261726,19200,-0.7348448038101196,2111.93505859375,-0.7644368410110474,1828.2646484375
7,1659406384.1824648,22400,1.168164610862732,1870.09716796875,-0.7644368410110474,1828.2646484375
8,1659406389.326007,25600,1.168164610862732,1870.09716796875,-0.7398828864097595,2416.084228515625
9,1659406389.6314406,28800,0.7411983609199524,2378.280517578125,-0.7398828864097595,2416.084228515625
10,1659406394.876995,32000,0.7411983609199524,2378.280517578125,-0.7439402937889099,2277.7294921875
11,1659406395.1483047,35200,0.6054701805114746,2328.784912109375,-0.7439402937889099,2277.7294921875
12,1659406400.319547,38400,0.6054701805114746,2328.784912109375,-0.17246167361736298,2386.263427734375
13,1659406400.4716163,41600,0.22599630057811737,2567.74267578125,-0.17246167361736298,2386.263427734375
14,1659406405.6291614,44800,0.22599630057811737,2567.74267578125,-0.23011183738708496,2704.212646484375
15,1659406406.0343237,48000,0.34143826365470886,2493.865966796875,-0.23011183738708496,2704.212646484375
16,1659406411.046318,51200,0.34143826365470886,2493.865966796875,-1.0597351789474487,2188.88232421875
17,1659406411.6027424,54400,1.0660454034805298,2223.05029296875,-1.0597351789474487,2188.88232421875
18,1659406416.3774507,57600,1.0660454034805298,2223.05029296875,-0.911656379699707,2484.118408203125
19,1659406416.9643574,60800,0.8215621113777161,2415.2001953125,-0.911656379699707,2484.118408203125
20,1659406422.0723345,64000,0.8215621113777161,2415.2001953125,-0.3766046166419983,2114.3994140625
21,1659406422.5016453,67200,0.3485696017742157,2331.5400390625,-0.3766046166419983,2114.3994140625
22,1659406427.4328377,70400,0.3485696017742157,2331.5400390625,-0.9381170272827148,2353.155517578125
23,1659406427.9316409,73600,1.2441599369049072,2567.9755859375,-0.9381170272827148,2353.155517578125
24,1659406432.7598734,76800,1.2441599369049072,2567.9755859375,-1.280368685722351,2351.33837890625
25,1659406433.5527203,80000,1.353806495666504,2288.608642578125,-1.280368685722351,2351.33837890625
26,1659406438.3167796,83200,1.353806495666504,2288.608642578125,-1.4164270162582397,2495.6005859375
27,1659406438.672161,86400,1.5867259502410889,2328.4384765625,-1.4164270162582397,2495.6005859375
28,1659406443.5332308,89600,1.5867259502410889,2328.4384765625,-1.1461455821990967,1743.114990234375
29,1659406444.178545,92800,1.264550805091858,1901.7293701171875,-1.1461455821990967,1743.114990234375
30,1659406449.1659245,96000,1.264550805091858,1901.7293701171875,-1.45152747631073,2562.36376953125
31,1659406449.6984892,99200,1.489951729774475,2559.5595703125,-1.45152747631073,2562.36376953125
32,1659406454.6963594,102400,1.489951729774475,2559.5595703125,-1.426046371459961,1409.5870361328125
33,1659406455.2067282,105600,1.463688611984253,1384.9940185546875,-1.426046371459961,1409.5870361328125
34,1659406459.855357,108800,1.463688611984253,1384.9940185546875,-1.6173726320266724,2048.0390625
35,1659406460.591882,112000,1.6010105609893799,2192.5390625,-1.6173726320266724,2048.0390625
36,1659406465.483416,115200,1.6010105609893799,2192.5390625,-1.7159883975982666,2433.427490234375
37,1659406466.2059872,118400,1.7608988285064697,2204.944580078125,-1.7159883975982666,2433.427490234375
38,1659406471.0494938,121600,1.7608988285064697,2204.944580078125,-2.160890817642212,2013.1837158203125
39,1659406471.405543,124800,2.180818557739258,2244.381103515625,-2.160890817642212,2013.1837158203125
40,1659406476.4203312,128000,2.180818557739258,2244.381103515625,-2.3287506103515625,2262.213623046875
41,1659406477.046396,131200,2.440887928009033,2193.467041015625,-2.3287506103515625,2262.213623046875
42,1659406481.8312395,134400,2.440887928009033,2193.467041015625,-2.6281661987304688,1989.06591796875
43,1659406482.3217483,137600,2.6039645671844482,2086.2412109375,-2.6281661987304688,1989.06591796875
44,1659406487.3924053,140800,2.6039645671844482,2086.2412109375,-2.4517862796783447,2260.289306640625
45,1659406487.8113675,144000,2.500014543533325,2198.457275390625,-2.4517862796783447,2260.289306640625
46,1659406492.52434,147200,2.500014543533325,2198.457275390625,-2.464311122894287,2300.236572265625
47,1659406493.2864797,150400,2.4306960105895996,2165.174072265625,-2.464311122894287,2300.236572265625
48,1659406498.1354291,153600,2.4306960105895996,2165.174072265625,-2.528757333755493,2069.0986328125
49,1659406498.922408,156800,2.444448232650757,2320.249755859375,-2.528757333755493,2069.0986328125
50,1659406503.6154842,160000,2.444448232650757,2320.249755859375,-2.270658493041992,1974.610595703125
